2.034,2.345,0.831,0.775,1.648,1.042,0.27,0.118,0.154,0.82,2.034,2.345,0.831,0.775,1.648,1.042,0.27,0.118,0.154,0.82,58.249
2.128,2.393,0.848,0.784,1.711,1.018,0.27,0.117,0.154,0.814,2.128,2.393,0.848,0.784,1.711,1.018,0.27,0.117,0.154,0.814,58.941
2.014,2.312,0.819,0.74,1.668,1.035,0.291,0.127,0.164,0.789,2.014,2.312,0.819,0.74,1.668,1.035,0.291,0.127,0.164,0.789,60.415
2.072,2.401,0.826,0.774,1.725,1.035,0.284,0.118,0.167,0.813,2.072,2.401,0.826,0.774,1.725,1.035,0.284,0.118,0.167,0.813,56.754
2.137,2.433,0.836,0.821,1.767,1.015,0.284,0.123,0.164,0.812,2.137,2.433,0.836,0.821,1.767,1.015,0.284,0.123,0.164,0.812,58.694
2.073,2.399,0.841,0.785,1.691,1.052,0.282,0.116,0.166,0.83,2.073,2.399,0.841,0.785,1.691,1.052,0.282,0.116,0.166,0.83,58.464
2.039,2.305,0.81,0.753,1.662,1.017,0.293,0.116,0.177,0.786,2.039,2.305,0.81,0.753,1.662,1.017,0.293,0.116,0.177,0.786,57.723
2.093,2.46,0.825,0.79,1.717,1.069,0.282,0.12,0.165,0.852,2.093,2.46,0.825,0.79,1.717,1.069,0.282,0.12,0.165,0.852,56.754
1.993,2.284,0.828,0.75,1.613,1.041,0.306,0.141,0.165,0.797,1.993,2.284,0.828,0.75,1.613,1.041,0.306,0.141,0.165,0.797,60.415
2.016,2.318,0.806,0.749,1.662,1.039,0.301,0.127,0.175,0.794,2.016,2.318,0.806,0.749,1.662,1.039,0.301,0.127,0.175,0.794,60.166
2.045,2.395,0.825,0.778,1.652,1.063,0.279,0.108,0.171,0.846,2.045,2.395,0.825,0.778,1.652,1.063,0.279,0.108,0.171,0.846,57.723
2.116,2.447,0.818,0.78,1.742,1.046,0.282,0.12,0.165,0.831,2.116,2.447,0.818,0.78,1.742,1.046,0.282,0.12,0.165,0.831,56.294
2.042,2.33,0.837,0.749,1.669,1.035,0.266,0.114,0.152,0.803,2.042,2.33,0.837,0.749,1.669,1.035,0.266,0.114,0.152,0.803,57.28
1.971,2.247,0.823,0.75,1.575,1.037,0.282,0.116,0.166,0.795,1.971,2.247,0.823,0.75,1.575,1.037,0.282,0.116,0.166,0.795,57.28
2.04,2.312,0.836,0.76,1.689,1.017,0.288,0.125,0.163,0.779,2.04,2.312,0.836,0.76,1.689,1.017,0.288,0.125,0.163,0.779,59.203
2.079,2.356,0.824,0.745,1.687,1.03,0.279,0.115,0.165,0.804,2.079,2.356,0.824,0.745,1.687,1.03,0.279,0.115,0.165,0.804,60.166
2.006,2.296,0.799,0.739,1.613,1.04,0.292,0.117,0.177,0.804,2.006,2.296,0.799,0.739,1.613,1.04,0.292,0.117,0.177,0.804,58.241
2.044,2.33,0.783,0.724,1.658,1.04,0.288,0.115,0.175,0.802,2.044,2.33,0.783,0.724,1.658,1.04,0.288,0.115,0.175,0.802,56.754
2.004,2.336,0.811,0.749,1.644,1.056,0.314,0.132,0.182,0.813,2.004,2.336,0.811,0.749,1.644,1.056,0.314,0.132,0.182,0.813,58.241
2.101,2.398,0.824,0.814,1.743,1.018,0.3,0.124,0.179,0.803,2.101,2.398,0.824,0.814,1.743,1.018,0.3,0.124,0.179,0.803,57.009
2.118,2.443,0.8,0.761,1.796,1.041,0.308,0.132,0.177,0.804,2.118,2.443,0.8,0.761,1.796,1.041,0.308,0.132,0.177,0.804,59.666
2.131,2.444,0.851,0.794,1.749,1.037,0.274,0.118,0.156,0.827,2.131,2.444,0.851,0.794,1.749,1.037,0.274,0.118,0.156,0.827,59.908
2.213,2.554,0.837,0.805,1.841,1.042,0.246,0.093,0.154,0.848,2.213,2.554,0.837,0.805,1.841,1.042,0.246,0.093,0.154,0.848,57.723
2.045,2.382,0.837,0.778,1.652,1.057,0.279,0.121,0.158,0.838,2.045,2.382,0.837,0.778,1.652,1.057,0.279,0.121,0.158,0.838,58.249
2.06,2.458,0.84,0.809,1.698,1.072,0.315,0.141,0.175,0.858,2.06,2.458,0.84,0.809,1.698,1.072,0.315,0.141,0.175,0.858,57.07
2.189,2.5,0.865,0.807,1.802,1.029,0.258,0.116,0.141,0.834,2.189,2.5,0.865,0.807,1.802,1.029,0.258,0.116,0.141,0.834,58.241
2.065,2.382,0.807,0.762,1.717,1.04,0.293,0.132,0.164,0.806,2.065,2.382,0.807,0.762,1.717,1.04,0.293,0.132,0.164,0.806,57.723
2.135,2.437,0.822,0.781,1.706,1.042,0.276,0.109,0.168,0.842,2.135,2.437,0.822,0.781,1.706,1.042,0.276,0.109,0.168,0.842,58.941
1.999,2.281,0.823,0.749,1.592,1.039,0.301,0.132,0.169,0.805,1.999,2.281,0.823,0.749,1.592,1.039,0.301,0.132,0.169,0.805,60.166
2.169,2.439,0.838,0.811,1.768,1.011,0.254,0.107,0.15,0.817,2.169,2.439,0.838,0.811,1.768,1.011,0.254,0.107,0.15,0.817,59.481
2.177,2.493,0.831,0.776,1.82,1.033,0.279,0.115,0.164,0.821,2.177,2.493,0.831,0.776,1.82,1.033,0.279,0.115,0.164,0.821,56.754
2.095,2.41,0.787,0.747,1.734,1.044,0.289,0.118,0.175,0.814,2.095,2.41,0.787,0.747,1.734,1.044,0.289,0.118,0.175,0.814,56.515
1.941,2.252,0.804,0.774,1.619,1.027,0.333,0.147,0.189,0.773,1.941,2.252,0.804,0.774,1.619,1.027,0.333,0.147,0.189,0.773,57.009
2.146,2.413,0.774,0.739,1.803,1.015,0.3,0.133,0.173,0.784,2.146,2.413,0.774,0.739,1.803,1.015,0.3,0.133,0.173,0.784,57.28
2.205,2.539,0.854,0.805,1.856,1.033,0.267,0.115,0.152,0.831,2.205,2.539,0.854,0.805,1.856,1.033,0.267,0.115,0.152,0.831,57.974
1.999,2.272,0.81,0.725,1.64,1.025,0.308,0.129,0.18,0.776,1.999,2.272,0.81,0.725,1.64,1.025,0.308,0.129,0.18,0.776,57.974
2.081,2.34,0.815,0.773,1.709,1.005,0.297,0.12,0.178,0.784,2.081,2.34,0.815,0.773,1.709,1.005,0.297,0.12,0.178,0.784,56.754

0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,12.207
0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,12.207
0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,12.207
0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,12.207
0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,12.207
0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,12.207
0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,12.207
0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,12.207
0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,12.207
0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,12.207
0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,12.207
0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,0.493,0.681,0.707,0.359,0.828,0.787,0.873,0.508,0.366,0.747,12.207
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,0.842,0.788,1.001,0.658,0.909,0.916,0.715,0.599,0.185,0.552,100.13
0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,94.831
0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,94.831
0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,94.831
0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,94.831
0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,94.831
0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,94.831
0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,94.831
0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,94.831
0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,94.831
0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,94.831
0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,94.831
0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,94.831
0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,0.746,0.805,0.92,0.911,0.949,0.748,0.599,0.126,0.475,0.311,94.831

0.661,1.121,0.605,0.525,0.405,2.348,1.428,0.318,1.112,1.449,0.661,1.121,0.605,0.525,0.405,2.348,1.428,0.318,1.112,1.449,104.216
0.678,1.101,0.592,0.538,0.39,2.42,1.445,0.299,1.165,1.574,0.678,1.101,0.592,0.538,0.39,2.42,1.445,0.299,1.165,1.574,108.24
0.676,1.143,0.601,0.536,0.359,2.694,1.596,0.321,1.28,1.638,0.676,1.143,0.601,0.536,0.359,2.694,1.596,0.321,1.28,1.638,110.941
0.654,1.111,0.609,0.515,0.351,2.664,1.583,0.381,1.208,1.841,0.654,1.111,0.609,0.515,0.351,2.664,1.583,0.381,1.208,1.841,105.589
0.702,1.163,0.586,0.522,0.361,2.684,1.59,0.324,1.278,1.619,0.702,1.163,0.586,0.522,0.361,2.684,1.59,0.324,1.278,1.619,114.529
0.718,1.218,0.615,0.602,0.417,2.488,1.229,0.27,1.022,1.65,0.718,1.218,0.615,0.602,0.417,2.488,1.229,0.27,1.022,1.65,103.755
0.681,1.109,0.586,0.528,0.357,2.603,1.555,0.303,1.268,1.721,0.681,1.109,0.586,0.528,0.357,2.603,1.555,0.303,1.268,1.721,107.782
0.715,1.136,0.613,0.54,0.357,2.648,1.517,0.316,1.207,1.759,0.715,1.136,0.613,0.54,0.357,2.648,1.517,0.316,1.207,1.759,110.91
0.66,1.124,0.596,0.522,0.337,2.784,1.667,0.337,1.335,1.797,0.66,1.124,0.596,0.522,0.337,2.784,1.667,0.337,1.335,1.797,106.55
0.665,1.127,0.594,0.546,0.332,2.875,1.691,0.302,1.401,1.803,0.665,1.127,0.594,0.546,0.332,2.875,1.691,0.302,1.401,1.803,108.407
0.71,1.107,0.62,0.557,0.336,2.751,1.616,0.342,1.284,1.763,0.71,1.107,0.62,0.557,0.336,2.751,1.616,0.342,1.284,1.763,115.412
0.701,1.098,0.607,0.537,0.375,2.465,1.421,0.294,1.138,1.764,0.701,1.098,0.607,0.537,0.375,2.465,1.421,0.294,1.138,1.764,110.494
0.739,1.147,0.616,0.558,0.336,2.82,1.554,0.312,1.257,1.906,0.739,1.147,0.616,0.558,0.336,2.82,1.554,0.312,1.257,1.906,118.533
0.701,1.105,0.626,0.558,0.365,2.597,1.437,0.351,1.108,1.868,0.701,1.105,0.626,0.558,0.365,2.597,1.437,0.351,1.108,1.868,114.039
0.749,1.128,0.594,0.536,0.339,2.781,1.629,0.333,1.315,1.807,0.749,1.128,0.594,0.536,0.339,2.781,1.629,0.333,1.315,1.807,123.434
0.662,1.111,0.64,0.543,0.353,2.613,1.502,0.416,1.098,1.814,0.662,1.111,0.64,0.543,0.353,2.613,1.502,0.416,1.098,1.814,106.066
0.769,1.141,0.613,0.565,0.333,2.865,1.58,0.323,1.283,1.91,0.769,1.141,0.613,0.565,0.333,2.865,1.58,0.323,1.283,1.91,127.534
0.758,1.119,0.609,0.556,0.343,2.763,1.539,0.314,1.248,1.924,0.758,1.119,0.609,0.556,0.343,2.763,1.539,0.314,1.248,1.924,126.178
0.721,1.13,0.609,0.53,0.34,2.79,1.571,0.372,1.218,2.002,0.721,1.13,0.609,0.53,0.34,2.79,1.571,0.372,1.218,2.002,119.474
0.811,1.187,0.634,0.612,0.322,2.993,1.48,0.292,1.247,2.04,0.811,1.187,0.634,0.612,0.322,2.993,1.48,0.292,1.247,2.04,128.413
0.713,1.12,0.65,0.561,0.364,2.423,1.387,0.366,1.032,1.63,0.713,1.12,0.65,0.561,0.364,2.423,1.387,0.366,1.032,1.63,107.782
0.733,1.16,0.657,0.577,0.364,2.641,1.385,0.358,1.037,1.828,0.733,1.16,0.657,0.577,0.364,2.641,1.385,0.358,1.037,1.828,116.276
0.736,1.185,0.622,0.551,0.334,2.915,1.543,0.369,1.201,2.025,0.736,1.185,0.622,0.551,0.334,2.915,1.543,0.369,1.201,2.025,118.072
0.759,1.104,0.596,0.547,0.333,2.773,1.571,0.314,1.294,1.99,0.759,1.104,0.596,0.547,0.333,2.773,1.571,0.314,1.294,1.99,129.711
0.792,1.128,0.635,0.577,0.34,2.76,1.486,0.35,1.166,1.928,0.792,1.128,0.635,0.577,0.34,2.76,1.486,0.35,1.166,1.928,130.648
0.747,1.1,0.557,0.511,0.354,2.645,1.596,0.295,1.337,1.815,0.747,1.1,0.557,0.511,0.354,2.645,1.596,0.295,1.337,1.815,131.061
0.727,1.066,0.602,0.529,0.323,2.638,1.616,0.368,1.279,1.902,0.727,1.066,0.602,0.529,0.323,2.638,1.616,0.368,1.279,1.902,123.891
0.737,1.092,0.613,0.562,0.306,2.905,1.637,0.38,1.318,2.103,0.737,1.092,0.613,0.562,0.306,2.905,1.637,0.38,1.318,2.103,125.3
0.711,1.087,0.612,0.556,0.324,2.756,1.608,0.348,1.291,1.892,0.711,1.087,0.612,0.556,0.324,2.756,1.608,0.348,1.291,1.892,122.188
0.752,1.08,0.586,0.53,0.334,2.713,1.591,0.336,1.298,2.008,0.752,1.08,0.586,0.53,0.334,2.713,1.591,0.336,1.298,2.008,129.252
0.673,1.124,0.625,0.549,0.364,2.56,1.43,0.356,1.096,1.804,0.673,1.124,0.625,0.549,0.364,2.56,1.43,0.356,1.096,1.804,107.782
0.788,1.124,0.594,0.56,0.348,2.713,1.488,0.292,1.249,1.917,0.788,1.124,0.594,0.56,0.348,2.713,1.488,0.292,1.249,1.917,131.484
0.719,1.096,0.601,0.543,0.312,2.892,1.653,0.343,1.346,2.119,0.719,1.096,0.601,0.543,0.312,2.892,1.653,0.343,1.346,2.119,124.036
0.778,1.099,0.573,0.528,0.342,2.672,1.545,0.299,1.299,1.969,0.778,1.099,0.573,0.528,0.342,2.672,1.545,0.299,1.299,1.969,131.928
0.731,1.093,0.612,0.559,0.328,2.788,1.559,0.383,1.238,2.028,0.731,1.093,0.612,0.559,0.328,2.788,1.559,0.383,1.238,2.028,125.67
0.702,1.143,0.604,0.543,0.35,2.665,1.47,0.352,1.17,1.902,0.702,1.143,0.604,0.543,0.35,2.665,1.47,0.352,1.17,1.902,114.039
0.763,1.102,0.576,0.519,0.361,2.623,1.537,0.335,1.241,1.868,0.763,1.102,0.576,0.519,0.361,2.623,1.537,0.335,1.241,1.868,131.061
0.78,1.133,0.578,0.532,0.332,2.781,1.593,0.31,1.331,1.928,0.78,1.133,0.578,0.532,0.332,2.781,1.593,0.31,1.331,1.928,133.297
0.762,1.093,0.589,0.525,0.337,2.686,1.583,0.326,1.285,1.948,0.762,1.093,0.589,0.525,0.337,2.686,1.583,0.326,1.285,1.948,131.488
0.739,1.116,0.603,0.548,0.34,2.797,1.564,0.317,1.27,1.977,0.739,1.116,0.603,0.548,0.34,2.797,1.564,0.317,1.27,1.977,123.548
0.796,1.148,0.586,0.537,0.363,2.62,1.532,0.279,1.27,1.633,0.796,1.148,0.586,0.537,0.363,2.62,1.532,0.279,1.27,1.633,132.823
0.769,1.08,0.582,0.527,0.352,2.604,1.547,0.324,1.259,1.866,0.769,1.08,0.582,0.527,0.352,2.604,1.547,0.324,1.259,1.866,133.282
0.729,1.092,0.595,0.528,0.347,2.651,1.532,0.346,1.221,1.969,0.729,1.092,0.595,0.528,0.347,2.651,1.532,0.346,1.221,1.969,120.768
0.756,1.089,0.59,0.532,0.341,2.642,1.571,0.339,1.268,1.852,0.756,1.089,0.59,0.532,0.341,2.642,1.571,0.339,1.268,1.852,127.016
0.793,1.118,0.604,0.538,0.361,2.57,1.483,0.316,1.185,1.761,0.793,1.118,0.604,0.538,0.361,2.57,1.483,0.316,1.185,1.761,128.363
0.743,1.054,0.561,0.492,0.364,2.463,1.573,0.347,1.261,1.76,0.743,1.054,0.561,0.492,0.364,2.463,1.573,0.347,1.261,1.76,131.126
0.72,1.067,0.613,0.525,0.396,2.238,1.333,0.342,1.013,1.692,0.72,1.067,0.613,0.525,0.396,2.238,1.333,0.342,1.013,1.692,111.485
0.778,1.13,0.579,0.509,0.364,2.61,1.547,0.342,1.229,1.762,0.778,1.13,0.579,0.509,0.364,2.61,1.547,0.342,1.229,1.762,129.711
0.734,1.086,0.605,0.532,0.351,2.617,1.524,0.35,1.196,1.905,0.734,1.086,0.605,0.532,0.351,2.617,1.524,0.35,1.196,1.905,123.434
0.718,1.1,0.592,0.528,0.357,2.62,1.536,0.372,1.205,1.832,0.718,1.1,0.592,0.528,0.357,2.62,1.536,0.372,1.205,1.832,120.308
0.75,1.082,0.57,0.507,0.351,2.593,1.574,0.314,1.286,1.883,0.75,1.082,0.57,0.507,0.351,2.593,1.574,0.314,1.286,1.883,128.351

1.14,1.06,0.963,0.913,0.651,1.138,0.729,0.343,0.396,0.425,1.14,1.06,0.963,0.913,0.651,1.138,0.729,0.343,0.396,0.425,77.175
1.103,1.064,0.958,0.926,0.635,1.188,0.766,0.367,0.405,0.435,1.103,1.064,0.958,0.926,0.635,1.188,0.766,0.367,0.405,0.435,80.777
1.134,1.038,0.967,0.943,0.595,1.254,0.81,0.415,0.4,0.464,1.134,1.038,0.967,0.943,0.595,1.254,0.81,0.415,0.4,0.464,76.007
1.134,1.061,0.96,0.911,0.682,1.09,0.707,0.344,0.371,0.398,1.134,1.061,0.96,0.911,0.682,1.09,0.707,0.344,0.371,0.398,77.026
1.136,1.079,0.958,0.914,0.665,1.164,0.761,0.382,0.386,0.412,1.136,1.079,0.958,0.914,0.665,1.164,0.761,0.382,0.386,0.412,78.892
1.135,1.052,0.963,0.918,0.651,1.138,0.755,0.367,0.396,0.399,1.135,1.052,0.963,0.918,0.651,1.138,0.755,0.367,0.396,0.399,77.827
1.131,1.042,0.966,0.925,0.648,1.192,0.774,0.376,0.406,0.44,1.131,1.042,0.966,0.925,0.648,1.192,0.774,0.376,0.406,0.44,81.633
1.166,1.063,0.966,0.937,0.686,1.107,0.689,0.341,0.352,0.43,1.166,1.063,0.966,0.937,0.686,1.107,0.689,0.341,0.352,0.43,84.723
1.156,1.052,0.962,0.918,0.673,1.101,0.73,0.379,0.358,0.386,1.156,1.052,0.962,0.918,0.673,1.101,0.73,0.379,0.358,0.386,81.835
1.14,1.06,0.963,0.918,0.668,1.136,0.736,0.358,0.386,0.415,1.14,1.06,0.963,0.918,0.668,1.136,0.736,0.358,0.386,0.415,80.131
1.118,1.044,0.963,0.918,0.646,1.172,0.761,0.37,0.399,0.432,1.118,1.044,0.963,0.918,0.646,1.172,0.761,0.37,0.399,0.432,76.479
1.149,1.061,0.96,0.927,0.638,1.162,0.75,0.358,0.396,0.425,1.149,1.061,0.96,0.927,0.638,1.162,0.75,0.358,0.396,0.425,77.175
1.111,1.042,0.964,0.919,0.663,1.122,0.729,0.354,0.383,0.414,1.111,1.042,0.964,0.919,0.663,1.122,0.729,0.354,0.383,0.414,76.942
1.151,1.067,0.963,0.934,0.651,1.188,0.75,0.358,0.396,0.451,1.151,1.067,0.963,0.934,0.651,1.188,0.75,0.358,0.396,0.451,73.926
1.116,1.057,0.964,0.935,0.631,1.18,0.761,0.364,0.402,0.432,1.116,1.057,0.964,0.935,0.631,1.18,0.761,0.364,0.402,0.432,80.951
1.159,1.059,0.97,0.929,0.678,1.127,0.705,0.355,0.358,0.436,1.159,1.059,0.97,0.929,0.678,1.127,0.705,0.355,0.358,0.436,77.175
1.147,1.048,0.958,0.931,0.649,1.187,0.775,0.384,0.396,0.429,1.147,1.048,0.958,0.931,0.649,1.187,0.775,0.384,0.396,0.429,77.524
1.127,1.05,0.963,0.914,0.609,1.223,0.767,0.386,0.389,0.479,1.127,1.05,0.963,0.914,0.609,1.223,0.767,0.386,0.389,0.479,73.573
1.129,1.052,0.962,0.934,0.675,1.146,0.724,0.371,0.357,0.439,1.129,1.052,0.962,0.934,0.675,1.146,0.724,0.371,0.357,0.439,80.131
1.134,1.04,0.95,0.91,0.659,1.154,0.754,0.364,0.395,0.425,1.134,1.04,0.95,0.91,0.659,1.154,0.754,0.364,0.395,0.425,77.897
1.112,1.061,0.96,0.911,0.617,1.204,0.781,0.38,0.41,0.44,1.112,1.061,0.96,0.911,0.617,1.204,0.781,0.38,0.41,0.44,76.538
1.121,1.057,0.963,0.898,0.641,1.141,0.735,0.377,0.37,0.425,1.121,1.057,0.963,0.898,0.641,1.141,0.735,0.377,0.37,0.425,78.294
1.095,1.065,0.964,0.919,0.615,1.241,0.787,0.383,0.413,0.47,1.095,1.065,0.964,0.919,0.615,1.241,0.787,0.383,0.413,0.47,77.524
1.155,1.055,0.965,0.924,0.683,1.099,0.72,0.362,0.366,0.392,1.155,1.055,0.965,0.924,0.683,1.099,0.72,0.362,0.366,0.392,78.294
1.135,1.052,0.963,0.934,0.646,1.197,0.756,0.361,0.399,0.459,1.135,1.052,0.963,0.934,0.646,1.197,0.756,0.361,0.399,0.459,76.322
1.172,1.061,0.96,0.931,0.719,1.056,0.689,0.341,0.352,0.377,1.172,1.061,0.96,0.931,0.719,1.056,0.689,0.341,0.352,0.377,83.648
1.11,1.059,0.961,0.912,0.607,1.204,0.781,0.38,0.41,0.44,1.11,1.059,0.961,0.912,0.607,1.204,0.781,0.38,0.41,0.44,82.365
